true	50.pdf	Question Answering#SQuAD1.1#F1	Dense Event Ordering with a Multi-Pass Architecture The past 10 years of event ordering research has focused on learning partial orderings over document events and time expressions. The most popular corpus, the TimeBank, contains a small subset of the possible ordering graph. Many evaluations follow suit by only testing certain pairs of events (e.g., only main verbs of neighboring sentences). This has led most research to focus on specific learners for partial labelings. This paper attempts to nudge the discussion from identifying some relations to all relations. We present new experiments on strongly connected event graphs that contain ?10 times more relations per document than the TimeBank. We also describe a shift away from the single learner to a sieve-based architecture that naturally blends multiple learners into a precision-ranked cascade of sieves. Each sieve adds labels to the event graph one at a time, and earlier sieves inform later ones through transitive closure. This paper thus describes innovations in both approach and task. We experiment on the densest event graphs to date and show a 14% gain over state-of-the-art.  Table 1: Events, times, temporal relations and the ratio of relations to events + times (R) in various corpora. R Events Times Relations Table 2: The number of each relation type in the TimeBank-Dense corpus. T3 is the TempEval3 version used in this paper's experiments. ii 12715 a b TimeBank - Dense Relation Count s v Total 3013 i 5910 6827 Table 4: The final order of sieves in CAEVO. Precision was computed on the development set. ReportingDCT only matched one pair in the dev set, so we moved it below the other more common rule-based sieves. P R Dev Test Ordered Sieves Table 5: Comparison with top systems. The "Dense" sys- tems were retrained on TimeBank-Dense. The "Opt" sys- tems were optimized to label unknown edges as VAGUE. P R CAEVO Component Ablation System Comparison F1 Table 7: The number of edges for each edge type, and the system's overall
true	50.pdf	Question Answering#SQuAD1.1#EM	Dense Event Ordering with a Multi-Pass Architecture The past 10 years of event ordering research has focused on learning partial orderings over document events and time expressions. The most popular corpus, the TimeBank, contains a small subset of the possible ordering graph. Many evaluations follow suit by only testing certain pairs of events (e.g., only main verbs of neighboring sentences). This has led most research to focus on specific learners for partial labelings. This paper attempts to nudge the discussion from identifying some relations to all relations. We present new experiments on strongly connected event graphs that contain ?10 times more relations per document than the TimeBank. We also describe a shift away from the single learner to a sieve-based architecture that naturally blends multiple learners into a precision-ranked cascade of sieves. Each sieve adds labels to the event graph one at a time, and earlier sieves inform later ones through transitive closure. This paper thus describes innovations in both approach and task. We experiment on the densest event graphs to date and show a 14% gain over state-of-the-art.  Table 1: Events, times, temporal relations and the ratio of relations to events + times (R) in various corpora. R Events Times Relations Table 2: The number of each relation type in the TimeBank-Dense corpus. T3 is the TempEval3 version used in this paper's experiments. ii 12715 a b TimeBank - Dense Relation Count s v Total 3013 i 5910 6827 Table 4: The final order of sieves in CAEVO. Precision was computed on the development set. ReportingDCT only matched one pair in the dev set, so we moved it below the other more common rule-based sieves. P R Dev Test Ordered Sieves Table 5: Comparison with top systems. The "Dense" sys- tems were retrained on TimeBank-Dense. The "Opt" sys- tems were optimized to label unknown edges as VAGUE. P R CAEVO Component Ablation System Comparison F1 Table 7: The number of edges for each edge type, and the system's overall
true	50.pdf	Atari Games#Atari 2600 Private Eye#Score	Dense Event Ordering with a Multi-Pass Architecture The past 10 years of event ordering research has focused on learning partial orderings over document events and time expressions. The most popular corpus, the TimeBank, contains a small subset of the possible ordering graph. Many evaluations follow suit by only testing certain pairs of events (e.g., only main verbs of neighboring sentences). This has led most research to focus on specific learners for partial labelings. This paper attempts to nudge the discussion from identifying some relations to all relations. We present new experiments on strongly connected event graphs that contain ?10 times more relations per document than the TimeBank. We also describe a shift away from the single learner to a sieve-based architecture that naturally blends multiple learners into a precision-ranked cascade of sieves. Each sieve adds labels to the event graph one at a time, and earlier sieves inform later ones through transitive closure. This paper thus describes innovations in both approach and task. We experiment on the densest event graphs to date and show a 14% gain over state-of-the-art.  Table 1: Events, times, temporal relations and the ratio of relations to events + times (R) in various corpora. R Events Times Relations Table 2: The number of each relation type in the TimeBank-Dense corpus. T3 is the TempEval3 version used in this paper's experiments. ii 12715 a b TimeBank - Dense Relation Count s v Total 3013 i 5910 6827 Table 4: The final order of sieves in CAEVO. Precision was computed on the development set. ReportingDCT only matched one pair in the dev set, so we moved it below the other more common rule-based sieves. P R Dev Test Ordered Sieves Table 5: Comparison with top systems. The "Dense" sys- tems were retrained on TimeBank-Dense. The "Opt" sys- tems were optimized to label unknown edges as VAGUE. P R CAEVO Component Ablation System Comparison F1 Table 7: The number of edges for each edge type, and the system's overall
true	50.pdf	Question Answering#NarrativeQA#Rouge-L	Dense Event Ordering with a Multi-Pass Architecture The past 10 years of event ordering research has focused on learning partial orderings over document events and time expressions. The most popular corpus, the TimeBank, contains a small subset of the possible ordering graph. Many evaluations follow suit by only testing certain pairs of events (e.g., only main verbs of neighboring sentences). This has led most research to focus on specific learners for partial labelings. This paper attempts to nudge the discussion from identifying some relations to all relations. We present new experiments on strongly connected event graphs that contain ?10 times more relations per document than the TimeBank. We also describe a shift away from the single learner to a sieve-based architecture that naturally blends multiple learners into a precision-ranked cascade of sieves. Each sieve adds labels to the event graph one at a time, and earlier sieves inform later ones through transitive closure. This paper thus describes innovations in both approach and task. We experiment on the densest event graphs to date and show a 14% gain over state-of-the-art.  Table 1: Events, times, temporal relations and the ratio of relations to events + times (R) in various corpora. R Events Times Relations Table 2: The number of each relation type in the TimeBank-Dense corpus. T3 is the TempEval3 version used in this paper's experiments. ii 12715 a b TimeBank - Dense Relation Count s v Total 3013 i 5910 6827 Table 4: The final order of sieves in CAEVO. Precision was computed on the development set. ReportingDCT only matched one pair in the dev set, so we moved it below the other more common rule-based sieves. P R Dev Test Ordered Sieves Table 5: Comparison with top systems. The "Dense" sys- tems were retrained on TimeBank-Dense. The "Opt" sys- tems were optimized to label unknown edges as VAGUE. P R CAEVO Component Ablation System Comparison F1 Table 7: The number of edges for each edge type, and the system's overall
true	50.pdf	Question Answering#WikiQA#MRR	Dense Event Ordering with a Multi-Pass Architecture The past 10 years of event ordering research has focused on learning partial orderings over document events and time expressions. The most popular corpus, the TimeBank, contains a small subset of the possible ordering graph. Many evaluations follow suit by only testing certain pairs of events (e.g., only main verbs of neighboring sentences). This has led most research to focus on specific learners for partial labelings. This paper attempts to nudge the discussion from identifying some relations to all relations. We present new experiments on strongly connected event graphs that contain ?10 times more relations per document than the TimeBank. We also describe a shift away from the single learner to a sieve-based architecture that naturally blends multiple learners into a precision-ranked cascade of sieves. Each sieve adds labels to the event graph one at a time, and earlier sieves inform later ones through transitive closure. This paper thus describes innovations in both approach and task. We experiment on the densest event graphs to date and show a 14% gain over state-of-the-art.  Table 1: Events, times, temporal relations and the ratio of relations to events + times (R) in various corpora. R Events Times Relations Table 2: The number of each relation type in the TimeBank-Dense corpus. T3 is the TempEval3 version used in this paper's experiments. ii 12715 a b TimeBank - Dense Relation Count s v Total 3013 i 5910 6827 Table 4: The final order of sieves in CAEVO. Precision was computed on the development set. ReportingDCT only matched one pair in the dev set, so we moved it below the other more common rule-based sieves. P R Dev Test Ordered Sieves Table 5: Comparison with top systems. The "Dense" sys- tems were retrained on TimeBank-Dense. The "Opt" sys- tems were optimized to label unknown edges as VAGUE. P R CAEVO Component Ablation System Comparison F1 Table 7: The number of edges for each edge type, and the system's overall
true	50.pdf	Image-to-Image Translation#Cityscapes Labels-to-Photo#FID	Dense Event Ordering with a Multi-Pass Architecture The past 10 years of event ordering research has focused on learning partial orderings over document events and time expressions. The most popular corpus, the TimeBank, contains a small subset of the possible ordering graph. Many evaluations follow suit by only testing certain pairs of events (e.g., only main verbs of neighboring sentences). This has led most research to focus on specific learners for partial labelings. This paper attempts to nudge the discussion from identifying some relations to all relations. We present new experiments on strongly connected event graphs that contain ?10 times more relations per document than the TimeBank. We also describe a shift away from the single learner to a sieve-based architecture that naturally blends multiple learners into a precision-ranked cascade of sieves. Each sieve adds labels to the event graph one at a time, and earlier sieves inform later ones through transitive closure. This paper thus describes innovations in both approach and task. We experiment on the densest event graphs to date and show a 14% gain over state-of-the-art.  Table 1: Events, times, temporal relations and the ratio of relations to events + times (R) in various corpora. R Events Times Relations Table 2: The number of each relation type in the TimeBank-Dense corpus. T3 is the TempEval3 version used in this paper's experiments. ii 12715 a b TimeBank - Dense Relation Count s v Total 3013 i 5910 6827 Table 4: The final order of sieves in CAEVO. Precision was computed on the development set. ReportingDCT only matched one pair in the dev set, so we moved it below the other more common rule-based sieves. P R Dev Test Ordered Sieves Table 5: Comparison with top systems. The "Dense" sys- tems were retrained on TimeBank-Dense. The "Opt" sys- tems were optimized to label unknown edges as VAGUE. P R CAEVO Component Ablation System Comparison F1 Table 7: The number of edges for each edge type, and the system's overall
true	50.pdf	Language Modelling#One Billion Word#Number of params	Dense Event Ordering with a Multi-Pass Architecture The past 10 years of event ordering research has focused on learning partial orderings over document events and time expressions. The most popular corpus, the TimeBank, contains a small subset of the possible ordering graph. Many evaluations follow suit by only testing certain pairs of events (e.g., only main verbs of neighboring sentences). This has led most research to focus on specific learners for partial labelings. This paper attempts to nudge the discussion from identifying some relations to all relations. We present new experiments on strongly connected event graphs that contain ?10 times more relations per document than the TimeBank. We also describe a shift away from the single learner to a sieve-based architecture that naturally blends multiple learners into a precision-ranked cascade of sieves. Each sieve adds labels to the event graph one at a time, and earlier sieves inform later ones through transitive closure. This paper thus describes innovations in both approach and task. We experiment on the densest event graphs to date and show a 14% gain over state-of-the-art.  Table 1: Events, times, temporal relations and the ratio of relations to events + times (R) in various corpora. R Events Times Relations Table 2: The number of each relation type in the TimeBank-Dense corpus. T3 is the TempEval3 version used in this paper's experiments. ii 12715 a b TimeBank - Dense Relation Count s v Total 3013 i 5910 6827 Table 4: The final order of sieves in CAEVO. Precision was computed on the development set. ReportingDCT only matched one pair in the dev set, so we moved it below the other more common rule-based sieves. P R Dev Test Ordered Sieves Table 5: Comparison with top systems. The "Dense" sys- tems were retrained on TimeBank-Dense. The "Opt" sys- tems were optimized to label unknown edges as VAGUE. P R CAEVO Component Ablation System Comparison F1 Table 7: The number of edges for each edge type, and the system's overall
true	50.pdf	Image Classification#Clothing1M#Accuracy	Dense Event Ordering with a Multi-Pass Architecture The past 10 years of event ordering research has focused on learning partial orderings over document events and time expressions. The most popular corpus, the TimeBank, contains a small subset of the possible ordering graph. Many evaluations follow suit by only testing certain pairs of events (e.g., only main verbs of neighboring sentences). This has led most research to focus on specific learners for partial labelings. This paper attempts to nudge the discussion from identifying some relations to all relations. We present new experiments on strongly connected event graphs that contain ?10 times more relations per document than the TimeBank. We also describe a shift away from the single learner to a sieve-based architecture that naturally blends multiple learners into a precision-ranked cascade of sieves. Each sieve adds labels to the event graph one at a time, and earlier sieves inform later ones through transitive closure. This paper thus describes innovations in both approach and task. We experiment on the densest event graphs to date and show a 14% gain over state-of-the-art.  Table 1: Events, times, temporal relations and the ratio of relations to events + times (R) in various corpora. R Events Times Relations Table 2: The number of each relation type in the TimeBank-Dense corpus. T3 is the TempEval3 version used in this paper's experiments. ii 12715 a b TimeBank - Dense Relation Count s v Total 3013 i 5910 6827 Table 4: The final order of sieves in CAEVO. Precision was computed on the development set. ReportingDCT only matched one pair in the dev set, so we moved it below the other more common rule-based sieves. P R Dev Test Ordered Sieves Table 5: Comparison with top systems. The "Dense" sys- tems were retrained on TimeBank-Dense. The "Opt" sys- tems were optimized to label unknown edges as VAGUE. P R CAEVO Component Ablation System Comparison F1 Table 7: The number of edges for each edge type, and the system's overall
true	50.pdf	Node Classification#BlogCatalog#Macro-F1	Dense Event Ordering with a Multi-Pass Architecture The past 10 years of event ordering research has focused on learning partial orderings over document events and time expressions. The most popular corpus, the TimeBank, contains a small subset of the possible ordering graph. Many evaluations follow suit by only testing certain pairs of events (e.g., only main verbs of neighboring sentences). This has led most research to focus on specific learners for partial labelings. This paper attempts to nudge the discussion from identifying some relations to all relations. We present new experiments on strongly connected event graphs that contain ?10 times more relations per document than the TimeBank. We also describe a shift away from the single learner to a sieve-based architecture that naturally blends multiple learners into a precision-ranked cascade of sieves. Each sieve adds labels to the event graph one at a time, and earlier sieves inform later ones through transitive closure. This paper thus describes innovations in both approach and task. We experiment on the densest event graphs to date and show a 14% gain over state-of-the-art.  Table 1: Events, times, temporal relations and the ratio of relations to events + times (R) in various corpora. R Events Times Relations Table 2: The number of each relation type in the TimeBank-Dense corpus. T3 is the TempEval3 version used in this paper's experiments. ii 12715 a b TimeBank - Dense Relation Count s v Total 3013 i 5910 6827 Table 4: The final order of sieves in CAEVO. Precision was computed on the development set. ReportingDCT only matched one pair in the dev set, so we moved it below the other more common rule-based sieves. P R Dev Test Ordered Sieves Table 5: Comparison with top systems. The "Dense" sys- tems were retrained on TimeBank-Dense. The "Opt" sys- tems were optimized to label unknown edges as VAGUE. P R CAEVO Component Ablation System Comparison F1 Table 7: The number of edges for each edge type, and the system's overall
true	50.pdf	Text Classification#DBpedia#Error	Dense Event Ordering with a Multi-Pass Architecture The past 10 years of event ordering research has focused on learning partial orderings over document events and time expressions. The most popular corpus, the TimeBank, contains a small subset of the possible ordering graph. Many evaluations follow suit by only testing certain pairs of events (e.g., only main verbs of neighboring sentences). This has led most research to focus on specific learners for partial labelings. This paper attempts to nudge the discussion from identifying some relations to all relations. We present new experiments on strongly connected event graphs that contain ?10 times more relations per document than the TimeBank. We also describe a shift away from the single learner to a sieve-based architecture that naturally blends multiple learners into a precision-ranked cascade of sieves. Each sieve adds labels to the event graph one at a time, and earlier sieves inform later ones through transitive closure. This paper thus describes innovations in both approach and task. We experiment on the densest event graphs to date and show a 14% gain over state-of-the-art.  Table 1: Events, times, temporal relations and the ratio of relations to events + times (R) in various corpora. R Events Times Relations Table 2: The number of each relation type in the TimeBank-Dense corpus. T3 is the TempEval3 version used in this paper's experiments. ii 12715 a b TimeBank - Dense Relation Count s v Total 3013 i 5910 6827 Table 4: The final order of sieves in CAEVO. Precision was computed on the development set. ReportingDCT only matched one pair in the dev set, so we moved it below the other more common rule-based sieves. P R Dev Test Ordered Sieves Table 5: Comparison with top systems. The "Dense" sys- tems were retrained on TimeBank-Dense. The "Opt" sys- tems were optimized to label unknown edges as VAGUE. P R CAEVO Component Ablation System Comparison F1 Table 7: The number of edges for each edge type, and the system's overall
