1704.03549v4.pdf	Optical Character Recognition#FSNS - Test#Sequence error#15.8
1712.05404.pdf	Optical Character Recognition#FSNS - Test#Sequence error#22
1702.03970v1.pdf	Optical Character Recognition#FSNS - Test#Sequence error#27.54
1908.03826v1.pdf	Deblurring#GoPro#PSNR#29.55$Deblurring#GoPro#SSIM#0.934$Deblurring#GoPro#PSNR#28.17$Deblurring#GoPro#SSIM#0.925$Deblurring#GoPro#PSNR#28.03$Deblurring#GoPro#SSIM#0.922
1905.02716v1.pdf	Deblurring#REDS#Average PSNR#34.80$Video Super-Resolution#Vid4 - 4x upscaling#PSNR#27.35$Video Super-Resolution#Vid4 - 4x upscaling#SSIM#0.8264$Video Super-Resolution#Vid4 - 4x upscaling#PSNR#27.35$Video Super-Resolution#Vid4 - 4x upscaling#SSIM#0.8264
1711.07064v4.pdf	Deblurring#REDS#Average PSNR#24.09
2005.12661v1.pdf	Trajectory Prediction#STATS SportVu NBA [ATK]#ADE#9.18$Trajectory Prediction#STATS SportVu NBA [ATK]#FDE#13.54$Trajectory Prediction#Stanford Drone#ADE#0.54$Trajectory Prediction#Stanford Drone#FDE#1.05$Trajectory Prediction#STATS SportVu NBA [DEF]#ADE#7.01$Trajectory Prediction#STATS SportVu NBA [DEF]#FDE#9.76
1912.06445v3.pdf	Trajectory Prediction#ForkingPaths#ADE#168.9$Trajectory Prediction#ActEV#ADE-8/12#18.51$Trajectory Prediction#ActEV#FDE-8/12#35.84$Trajectory Forecasting#ForkingPaths#ADE#168.9
1904.09507v2.pdf	Trajectory Prediction#Stanford Drone#ADE#0.62$Trajectory Prediction#Stanford Drone#FDE#1.16$Trajectory Prediction#ETH BIWI Walking Pedestrians dataset#ADE-8/12#0.39$Trajectory Prediction#Hotel BIWI Walking Pedestrians dataset#ADE-8/12#0.39
2004.02022v2.pdf	Trajectory Prediction#Stanford Drone#ADE-8/12#10.27$Trajectory Prediction#Stanford Drone#FDE-8/12#19.71$Trajectory Prediction#ActEV#ADE-8/12#17.96$Trajectory Prediction#ActEV#FDE-8/12#34.68
2003.08111v2.pdf	Trajectory Prediction#ETH/UCY#ADE-8/12#0.31
2002.11927v3.pdf	Trajectory Prediction#ETH/UCY#ADE-8/12#0.44
1902.03748v3.pdf	Trajectory Prediction#ETH/UCY#ADE-8/12#0.46$Trajectory Prediction#ActEV#ADE-8/12#17.99$Trajectory Prediction#ActEV#FDE-8/12#37.24$Trajectory Forecasting#ActEV#ADE-8/12#17.99$Activity Prediction#ActEV#mAP#0.192$Activity Prediction#ActEV#mAP#0.192$Activity Prediction#ActEV#mAP#0.192$Activity Prediction#ActEV#mAP#0.192
2003.10432v2.pdf	Depth Estimation#ScanNet#RMSE#0.165$Depth Estimation#ScanNet#RMSE#0.174$Depth Estimation#ScanNet#absolute relative error#0.089$3D Reconstruction#ScanNet#3DIoU#89.4$3D Reconstruction#ScanNet#Chamfer Distance#37.2$3D Reconstruction#ScanNet#L1#21.1
1909.05483v1.pdf	Depth Estimation#NYU-Depth V2#RMS#0.30
2005.09623v1.pdf	Depth Estimation#NYU-Depth V2#RMSE#0.013
1908.09999v1.pdf	Depth Estimation#NYU-Depth V2#mAP#8.61$Hand Pose Estimation#NYU Hands#Average 3D Error#8.61$Hand Pose Estimation#NYU Hands#FPS#105.06$Hand Pose Estimation#HANDS 2017#Average 3D Error#8.57$Hand Pose Estimation#ICVL Hands#Average 3D Error#6.461$Hand Pose Estimation#ICVL Hands#FPS#105.06$Hand Pose Estimation#K2HPD#PDJ@5mm#76.3$Pose Estimation#ITOP front-view#Mean mAP#88.0$3D Pose Estimation#K2HPD#FPS#93.78$Hand Pose Estimation#NYU Hands#Average 3D Error#8.61$Hand Pose Estimation#NYU Hands#FPS#105.06$Hand Pose Estimation#HANDS 2017#Average 3D Error#8.57$Hand Pose Estimation#ICVL Hands#Average 3D Error#6.461$Hand Pose Estimation#ICVL Hands#FPS#105.06$Hand Pose Estimation#K2HPD#PDJ@5mm#76.3$Hand Pose Estimation#NYU Hands#Average 3D Error#8.61$Hand Pose Estimation#NYU Hands#FPS#105.06$Hand Pose Estimation#HANDS 2017#Average 3D Error#8.57$Hand Pose Estimation#ICVL Hands#Average 3D Error#6.461$Hand Pose Estimation#ICVL Hands#FPS#105.06$Hand Pose Estimation#K2HPD#PDJ@5mm#76.3
2007.10603v1.pdf	Monocular Depth Estimation#KITTI Eigen split unsupervised#absolute relative error#0.079$Monocular Depth Estimation#KITTI Eigen split unsupervised#absolute relative error#0.088$Monocular Depth Estimation#KITTI Eigen split unsupervised#absolute relative error#0.099$Monocular Depth Estimation#KITTI Eigen split unsupervised#absolute relative error#0.104
1905.02693v4.pdf	Monocular Depth Estimation#KITTI Eigen split unsupervised#absolute relative error#0.107$Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.12
1810.01849v1.pdf	Monocular Depth Estimation#KITTI Eigen split unsupervised#absolute relative error#0.112
1609.03677v3.pdf	Monocular Depth Estimation#KITTI Eigen split unsupervised#absolute relative error#0.133
1906.05717v1.pdf	Monocular Depth Estimation#KITTI Eigen split unsupervised#absolute relative error#0.1412
1907.10326v5.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.392$Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.064
1907.12209v2.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.416$Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.072
1812.11941v2.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.465$Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.093
1901.10137v1.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.496
1905.08598v3.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.496
1906.03525v1.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.497
1806.02446v1.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.509$Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.072
1907.06023v1.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.514
1810.10804v3.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.523$Monocular Depth Estimation#NYU-Depth V2#RMSE#0.525$Monocular Depth Estimation#NYU-Depth V2#RMSE#0.526$Semantic Segmentation#PASCAL VOC 2012 val#mIoU#78.0%$Semantic Segmentation#PASCAL VOC 2012 val#mIoU#77.3%$Semantic Segmentation#PASCAL VOC 2012 val#mIoU#77.1%
1803.08673v2.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.530
1906.05739v2.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.536
2006.02708v1.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.536
1908.09895v2.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.565$Scene Segmentation#SUN-RGBD#Mean IoU#33.48
1809.04766v2.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.565$Semantic Segmentation#NYU Depth v2#Mean IoU#42.0%$Real-Time Semantic Segmentation#NYU Depth v2#Speed(ms/f)#13$Real-Time Semantic Segmentation#NYU Depth v2#mIoU#42.0
2001.05036v1.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.575$Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.110
1704.02157v1.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.586
1909.04594v1.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.604$Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.097
1607.00730v4.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.635
1411.4734v4.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.641
1406.2283v1.pdf	Monocular Depth Estimation#NYU-Depth V2#RMSE#0.907
1908.03127v2.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.091
1803.02612v2.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.094
1904.04144v1.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.096
1905.07542v1.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.096
1803.08018v2.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.096
1909.09051v1.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.096
1806.01260v4.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.106
1905.00401v1.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.113
1908.10553v2.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.115$Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.128$Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.137
1808.01606v1.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.126
1903.00112v1.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.133
1812.05642v2.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.133
1811.06152v1.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.135
1805.09806v3.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.140
1904.01870v1.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.149
1903.10764v2.pdf	Monocular Depth Estimation#KITTI Eigen split#absolute relative error#0.193
1810.11408v2.pdf	Stereo Depth Estimation#KITTI2012# three pixel error#6.1$Stereo Depth Estimation#KITTI2015# three pixel error#6.2
2004.10178v1.pdf	Stock Market Prediction#S&P 500#Average daily returns#0.635%
1912.10806v1.pdf	Stock Price Prediction#2019_test set#10 fold Cross validation#22
1912.00536v1.pdf	Link Prediction#Citeseer (nonstandard variant)#AP#98.37$Link Prediction#Citeseer (nonstandard variant)#AUC#98.43$Link Prediction#Pubmed (nonstandard variant)#AP#97.49$Link Prediction#Pubmed (nonstandard variant)#AUC#97.82$Link Prediction#Cora (nonstandard variant)#AP#98.52$Link Prediction#Cora (nonstandard variant)#AUC#98.6$Link Prediction#DBLP#AP#98.4$Link Prediction#DBLP#AUC#98.55$Link Prediction#ACM#AP#98.24$Link Prediction#ACM#AUC#98.34
1905.01669v2.pdf	Link Prediction#Alibaba-S#F1-Score#62.48$Link Prediction#Alibaba-S#PR AUC#67.55$Link Prediction#Alibaba-S#ROC AUC#66.71$Link Prediction#Alibaba#F1-Score#89.94$Link Prediction#Alibaba#PR AUC#95.04$Link Prediction#Alibaba#ROC AUC#84.2$Link Prediction#Twitter#F1-Score#84.96$Link Prediction#Twitter#PR AUC#91.77$Link Prediction#Twitter#ROC AUC#92.3$Link Prediction#Amazon#F1-Score#92.87$Link Prediction#Amazon#PR AUC#97.05$Link Prediction#Amazon#ROC AUC#97.44$Link Prediction#YouTube#F1-Score#76.83$Link Prediction#YouTube#PR AUC#81.93$Link Prediction#YouTube#ROC AUC#84.61
1804.00891v2.pdf	Link Prediction#Cora#AP#94.1%$Link Prediction#Cora#AUC#94.1%$Link Prediction#Citeseer#AP#95.2%$Link Prediction#Citeseer#AUC#94.7%$Link Prediction#Pubmed#AP#96.0%$Link Prediction#Pubmed#AUC#96.0%
1905.08509v4.pdf	Link Prediction#Cora#AP#93.5%$Link Prediction#Cora#AUC#93.7%$Link Prediction#Citeseer#AP#95.4%$Link Prediction#Citeseer#AUC#94.1%$Link Prediction#Pubmed#AP#96.3%$Link Prediction#Pubmed#AUC#94.8%
